WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
EUR,MLT,Malta,Pneumo_conj,Pneumococcal conjugate vaccine,,entire,From June 2020
EUR,MLT,Malta,TdIPV,Tetanus and diphtheria toxoid for older children / adults with inactivated Polio vaccine,14 years;,entire,
WPR,MHL,Marshall Islands,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
WPR,MHL,Marshall Islands,DTaPHepBIPV,Diphtheria and Tetanus and Pertussis and Hepatitis B and Polio,"2, 4, 6, 12 months; 4-6 years;",entire,
WPR,MHL,Marshall Islands,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","2, 4, 12 months;",entire,
WPR,MHL,Marshall Islands,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",4-5 years;,entire,
WPR,MHL,Marshall Islands,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 2, 6, months;",entire,
WPR,MHL,Marshall Islands,Hib,Haemophilus influenzae type b vaccine,"2, 4, 12 months;",entire,
WPR,MHL,Marshall Islands,HPV,Human Papillomavirus vaccine,11 years;,entire,females
WPR,MHL,Marshall Islands,Influenza_Adult,Influenza adult dose vaccine,>=50 years;,entire,and pregnant women
WPR,MHL,Marshall Islands,Influenza_Pediatric,Influenza pediatric dose vaccine,>=6 months;,entire,
WPR,MHL,Marshall Islands,IPV,Inactivated polio vaccine,"2, 4, 6 months; 4-6 years;",entire,
WPR,MHL,Marshall Islands,MenC_conj,Meningococcal C conjugate vaccine,11-12 years;,entire,adolescents in school
WPR,MHL,Marshall Islands,MMR,Measles mumps and rubella vaccine,"12, 13 months;",entire,
WPR,MHL,Marshall Islands,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6, 12 months;",entire,
WPR,MHL,Marshall Islands,Rotavirus,Rotavirus vaccine,"2, 4, 6, 12 months;",entire,children up to 59 months
WPR,MHL,Marshall Islands,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,11-12 years;,entire,
WPR,MHL,Marshall Islands,Varicella,Varicella vaccine,"2, 4, 6, 12 months;",entire,
AFR,MRT,Mauritania,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,MRT,Mauritania,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,MRT,Mauritania,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AFR,MRT,Mauritania,HPV,Human Papillomavirus vaccine,9 years; +6 months;,part,From April 2021
AFR,MRT,Mauritania,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,MRT,Mauritania,MR,Measles and rubella vaccine,9 months;,entire,
AFR,MRT,Mauritania,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,MRT,Mauritania,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,MRT,Mauritania,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,MRT,Mauritania,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact or pregnancy; +1, +6 months;+1, +1 year;",entire,
AFR,MUS,Mauritius,BCG,Bacille Calmette-Guérin vaccine,1 month;,entire,
AFR,MUS,Mauritius,DT,Tetanus and diphtheria toxoid childrens' dose,5 years;,entire,
AFR,MUS,Mauritius,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","6, 10, 14 weeks; 18 months;",entire,
AFR,MUS,Mauritius,HepA_Adult,Hepatitis A adult dose vaccine,,entire,persons travelling abroad
AFR,MUS,Mauritius,HepB_Adult,Hepatitis B adult dose vaccine,,entire,"workers at risk, dialysis patients"
AFR,MUS,Mauritius,HPV,Human Papillomavirus vaccine,9 years; +6 months;,entire,females
AFR,MUS,Mauritius,Influenza_Adult,Influenza adult dose vaccine,>=60 years;,entire,"and adults with chronic conditions, healthcare workers, other risk groups"
AFR,MUS,Mauritius,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months - 2 years;,entire,and children with chronic conditions
AFR,MUS,Mauritius,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,,entire,persons travelling abroad
AFR,MUS,Mauritius,MMR,Measles mumps and rubella vaccine,"9, 17 months;",entire,
AFR,MUS,Mauritius,OPV,Oral polio vaccine,"6, 10, 14 weeks; 18 months; 5 years;",entire,
AFR,MUS,Mauritius,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 14 weeks; 10 months;",entire,
AFR,MUS,Mauritius,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,MUS,Mauritius,TT,Tetanus toxoid vaccine,11 years;,entire,"and pregnant women, injured persons"
AFR,MUS,Mauritius,Typhoid_conj,,,entire,persons travelling abroad
AMR,MEX,Mexico,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,MEX,Mexico,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 6, 18 months;",part,"chexavalent vaccine was used during 2018 only by the Ministry of Health as a strategy against the shortage of acellular Pentavalent vaccine, the rest of the sector used acellular Pentavalent vaccine to apply the scheme"
AMR,MEX,Mexico,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","2, 4, 6, 18 months;",entire,
AMR,MEX,Mexico,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,4 years;,entire,
AMR,MEX,Mexico,HepA_Pediatric,Hepatitis A pediatric dose vaccine,1 year;,entire,children enrolled in nurseries or children's rooms
AMR,MEX,Mexico,HepB_Adult,Hepatitis B adult dose vaccine,1st contact; +1 month;,entire,>20 years if no vaccine history
AMR,MEX,Mexico,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 2, 6 months;",entire,
AMR,MEX,Mexico,HPV,Human Papillomavirus vaccine,9-11 years; +6 months;,entire,"females; adolescents in the 5th grade of elementary school or 11 year olds not in school; and HIV positive females 11-49 years with a scheme of three doses at first contact (0), 6 and 12 months"
AMR,MEX,Mexico,Influenza_Adult,Influenza adult dose vaccine,>=60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,MEX,Mexico,Influenza_Pediatric,Influenza pediatric dose vaccine,6-59 months; 5-9 years;,entire,and children with chronic conditions
AMR,MEX,Mexico,MMR,Measles mumps and rubella vaccine,"1, 6 years;",entire,
AMR,MEX,Mexico,MR,Measles and rubella vaccine,>=10 years;,entire,>=10 years with no vaccination history
AMR,MEX,Mexico,OPV,Oral polio vaccine,6-59 months;,entire,only used in intensive phases (National Health Weeks) for children with at least 2 doses of DTaPHibIPV (last bOPV vaccination campaign at the National Public Health Day was in November 2019)
AMR,MEX,Mexico,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
AMR,MEX,Mexico,Pneumo_ps,Pneumococcal polysaccharide vaccine,65 years;,entire,
AMR,MEX,Mexico,Rotavirus,Rotavirus vaccine,"2, 4, 6 months;",entire,
AMR,MEX,Mexico,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,15 years;,entire,"administered in 1st year of secondary education or at 15 years for non-schooling, and reinforcement every 10 years"
AMR,MEX,Mexico,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,pregnant women after week 20 of gestation
AMR,MEX,Mexico,Varicella,Varicella vaccine,1 year;,entire,children 1 year old enrolled in nurseries or children's rooms
AMR,MEX,Mexico,VitaminA,Vitamin A supplementation,"6-11, 12-59 months;",entire,
WPR,FSM,Micronesia (Federated States of),BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
WPR,FSM,Micronesia (Federated States of),DT,Tetanus and diphtheria toxoid childrens' dose,>=10 years;,entire,
WPR,FSM,Micronesia (Federated States of),DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,12 months; >=4 years;,entire,
WPR,FSM,Micronesia (Federated States of),DTaPHepBIPV,Diphtheria and Tetanus and Pertussis and Hepatitis B and Polio,"2, 4, 6 months;",entire,
WPR,FSM,Micronesia (Federated States of),HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
WPR,FSM,Micronesia (Federated States of),Hib,Haemophilus influenzae type b vaccine,"2, 4, 12 months;",entire,
WPR,FSM,Micronesia (Federated States of),HPV,Human Papillomavirus vaccine,>=10 years; +6 months;,entire,"Target to only female only those in grade school (5 graders) ages 10 and 11 year old, those who sign consent form only in participating schools across the country"
WPR,FSM,Micronesia (Federated States of),IPV,Inactivated polio vaccine,>=4 years;,entire,
WPR,FSM,Micronesia (Federated States of),MMR,Measles mumps and rubella vaccine,"12, >=13 months;",entire,
WPR,FSM,Micronesia (Federated States of),Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6, 13 months;",entire,
WPR,FSM,Micronesia (Federated States of),Rotavirus,Rotavirus vaccine,"2, 4, 6 months;",entire,
WPR,FSM,Micronesia (Federated States of),Td,Tetanus and diphtheria toxoid for older children / adults vaccube,>=11 years;,entire,
EUR,MCO,Monaco,DTIPV,Diphtheria and tetanus toxoid vaccine and IPV,"2, 4, 11 months; 6 years;",entire,
EUR,MCO,Monaco,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"2, 4, 11 months;",entire,
EUR,MCO,Monaco,HIB,Haemophilus influenzae type b vaccine,"2, 4, 11 months;",entire,
EUR,MCO,Monaco,HPV,Human Papillomavirus vaccine,11 years; +6 months,entire,
EUR,MCO,Monaco,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,MCO,Monaco,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,and children with chronic conditions >6 months
EUR,MCO,Monaco,MenC_conj,Meningococcal C conjugate vaccine,"5, 12 months;",entire,
EUR,MCO,Monaco,MMR,Measles mumps and rubella vaccine,"12, 16 months;",entire,
EUR,MCO,Monaco,Rubella,Rubella vaccine,"12, 16 months;",entire,
WPR,MNG,Mongolia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
WPR,MNG,Mongolia,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 3, 4 months;",entire,
WPR,MNG,Mongolia,HepA_Pediatric,Hepatitis A pediatric dose vaccine,14 months; 2 years;,entire,
WPR,MNG,Mongolia,HepB_Adult,Hepatitis B adult dose vaccine,,entire,epidemiologically linked cases and for voluntary individuals
WPR,MNG,Mongolia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
WPR,MNG,Mongolia,Influenza_Adult,Influenza adult dose vaccine,>18 years;,entire,"and adults with chronic conditions, older persons >=60 years, pregnant women, healthcare workers, other risk groups"
WPR,MNG,Mongolia,Influenza_Pediatric,Influenza pediatric dose vaccine,>6 months;,entire,and children with chronic conditions
WPR,MNG,Mongolia,IPV,Inactivated polio vaccine,5 months;,entire,from April 2019
WPR,MNG,Mongolia,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,,entire,epidemiologically linked cases and for voluntary individuals
WPR,MNG,Mongolia,MMR,Measles mumps and rubella vaccine,9 months; 2 years;,entire,
WPR,MNG,Mongolia,OPV,Oral polio vaccine,"birth; 2, 3, 4 months;",entire,
WPR,MNG,Mongolia,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 9 months;",entire,only in UB city until April 2019; national from April 2019
WPR,MNG,Mongolia,Rabies,Rabies vaccine,,entire,epidemiologically linked cases and for voluntary individuals
WPR,MNG,Mongolia,TBE,Tick borne encephalitis vaccine,,entire,epidemiologically linked cases and for voluntary individuals
WPR,MNG,Mongolia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"7, 15 years;",entire,
WPR,MNG,Mongolia,VitaminA,Vitamin A supplementation,6-59 months;,entire,
WPR,MNG,Mongolia,YF,Yellow fever vaccine,,entire,epidemiologically linked cases and for voluntary individuals
EUR,MNE,Montenegro,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EUR,MNE,Montenegro,DT,Tetanus and diphtheria toxoid childrens' dose,6 years;,entire,
EUR,MNE,Montenegro,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","9, 17, 23 weeks; 18 months;",entire,
EUR,MNE,Montenegro,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",18 months;,entire,
EUR,MNE,Montenegro,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"9, 13 weeks; 9 months;",entire,and occasionally birth dose for babies born by HBsAg+ mothers
EUR,MNE,Montenegro,HIB,Haemophilus influenzae type b vaccine,18 months;,entire,
EUR,MNE,Montenegro,HPV,Human Papillomavirus vaccine,9 years (x2);,entire,"Planned introduction in December 2019, females only"
EUR,MNE,Montenegro,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, Haj or other travellers, other risk groups"
EUR,MNE,Montenegro,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,MNE,Montenegro,MMR,Measles mumps and rubella vaccine,13 months; 6 years;,entire,
EUR,MNE,Montenegro,OPV,Oral polio vaccine,"6, 14 years;",entire,
EUR,MNE,Montenegro,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14 years;,entire,
EMR,MAR,Morocco,BCG,Bacille Calmette-Guérin vaccine,1 month;,entire,
EMR,MAR,Morocco,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 5 years;,entire,
EMR,MAR,Morocco,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 3, 4 months;",entire,
EMR,MAR,Morocco,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
EMR,MAR,Morocco,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women in T2 and T3, healthcare workers, Hajj or other travellers"
EMR,MAR,Morocco,IPV,Inactivated polio vaccine,4 months;,entire,
EMR,MAR,Morocco,MR,Measles and rubella vaccine,"9, 18 months;",entire,
EMR,MAR,Morocco,OPV,Oral polio vaccine,"1, 2, 3, 4, 18 months; 5 years;",entire,
EMR,MAR,Morocco,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
EMR,MAR,Morocco,Rotavirus,Rotavirus vaccine,"2, 3, 4 months;",entire,
EMR,MAR,Morocco,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 year;",entire,
EMR,MAR,Morocco,VitaminA,Vitamin A supplementation,"6, 12, 18 months;",entire,
AFR,MOZ,Mozambique,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,MOZ,Mozambique,DTwPHib,Diphtheria and tetanus toxoid with whole cell pertussis and Hib vaccine,"6, 10, 14 weeks",entire,
AFR,MOZ,Mozambique,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,MOZ,Mozambique,IPV,Inactivated polio vaccine,14 weeks;,entire,fractional dose
AFR,MOZ,Mozambique,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,MOZ,Mozambique,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,MOZ,Mozambique,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 14 weeks; 9 months;",entire,
