WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
EMR,DJI,Djibouti,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EMR,DJI,Djibouti,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,15 months;,entire,
EMR,DJI,Djibouti,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
EMR,DJI,Djibouti,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
EMR,DJI,Djibouti,IPV,Inactivated polio vaccine,14 weeks;,entire,
EMR,DJI,Djibouti,Measles,Measles vaccine,"9, 15 months;",entire,
EMR,DJI,Djibouti,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks; 15 months",entire,
EMR,DJI,Djibouti,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
EMR,DJI,Djibouti,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
EMR,DJI,Djibouti,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 year;",entire,pregnant women
EMR,DJI,Djibouti,VitaminA,Vitamin A supplementation,"9, 15 months;",entire,
AMR,DMA,Dominica,BCG,Bacille Calmette-Guérin vaccine,birth-1 year;,entire,
AMR,DMA,Dominica,DT,Tetanus and diphtheria toxoid childrens' dose,"2, 4, 6 months;",entire,children with Seizure disorder from birth who cannot have DPT/Penta
AMR,DMA,Dominica,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 3 years;,entire,
AMR,DMA,Dominica,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,DMA,Dominica,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +5 months;",entire,unimmunized adults
AMR,DMA,Dominica,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AMR,DMA,Dominica,HPV,Human Papillomavirus vaccine,11-12 years; +6 month;,entire,11 and 12 year olds (Grade 6 students) both sexes
AMR,DMA,Dominica,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,DMA,Dominica,Influenza_Pediatric,Influenza pediatric dose vaccine,6-35 months;,entire,and children with chronic conditions
AMR,DMA,Dominica,IPV,Inactivated polio vaccine,2 months;,entire,
AMR,DMA,Dominica,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,DMA,Dominica,OPV,Oral polio vaccine,"4, 6, 18 months; 3, 10-12 years;",entire,
AMR,DMA,Dominica,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,10-12 years;,entire,students moving on to high school in grade 6
AMR,DMA,Dominica,YF,Yellow fever vaccine,,entire,travellers to endemic countries at any age
AMR,DOM,Dominican Republic,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,DOM,Dominican Republic,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,"2, 4, 6, 18 months; 4 years;",entire,1 year and 4 years. Children under one year only in the absence of Penta
AMR,DOM,Dominican Republic,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,DOM,Dominican Republic,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,risk groups
AMR,DOM,Dominican Republic,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AMR,DOM,Dominican Republic,HPV,Human Papillomavirus vaccine,9 years; +6 months;,entire,females
AMR,DOM,Dominican Republic,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant wome, health care workers"
AMR,DOM,Dominican Republic,Influenza_Pediatric,Influenza pediatric dose vaccine,6-23 months;,entire,and children with chronic conditions
AMR,DOM,Dominican Republic,IPV,Inactivated polio vaccine,2 months;,entire,
AMR,DOM,Dominican Republic,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,DOM,Dominican Republic,MR,Measles and rubella vaccine,>=2 years;,entire,in case of outbreaks
AMR,DOM,Dominican Republic,OPV,Oral polio vaccine,"4, 6, 18 months; 4 years;",entire,
AMR,DOM,Dominican Republic,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
AMR,DOM,Dominican Republic,Rabies,Rabies vaccine,"0, 3, 7, 14, 21 days;",entire,post exposure
AMR,DOM,Dominican Republic,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,DOM,Dominican Republic,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; + 1, +6 months; +1, +1, +10 years;",entire,>=7 years with unknown or incomplete scheme
AMR,DOM,Dominican Republic,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,part,pregnant women from 27 weeks; Three regions of the country. Feasibility analysis of extension to other territories
AMR,DOM,Dominican Republic,YF,Yellow fever vaccine,>=1 - <59 years;,entire,"travellers to/from endemic countries (excludes pregnant women, children <1 year, immunosuppressed)"
AMR,ECU,Ecuador,BCG,Bacille Calmette-Guérin vaccine,<1 year;,entire,
AMR,ECU,Ecuador,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,12-23 months; 5 years;,entire,
AMR,ECU,Ecuador,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,ECU,Ecuador,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,risk groups
AMR,ECU,Ecuador,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,and those that did not reach the Pentavalent scheme from 1-5 years
AMR,ECU,Ecuador,HPV,Human Papillomavirus vaccine,9 years; +6 months;,entire,females
AMR,ECU,Ecuador,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,ECU,Ecuador,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months-4 years;,entire,and children with chronic conditions
AMR,ECU,Ecuador,IPV,Inactivated polio vaccine,"2, 4 months;",entire,"fractional dose applied at 2 and 4 months, and late schemes of 1-4 years; full IPV applied to the population of 5 years"
AMR,ECU,Ecuador,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,ECU,Ecuador,MR,Measles and rubella vaccine,,entire,travellers
AMR,ECU,Ecuador,OPV,Oral polio vaccine,"6, 12-23 months; 5 years;",entire,and applied in late schemes between 1-5 years completing vaccination
AMR,ECU,Ecuador,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,
AMR,ECU,Ecuador,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,ECU,Ecuador,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,15 years;,entire,
AMR,ECU,Ecuador,Varicella,Varicella vaccine,12-23 months;,entire,
AMR,ECU,Ecuador,VitaminA,Vitamin A supplementation,"6-11, 12-59 months;",entire,
AMR,ECU,Ecuador,YF,Yellow fever vaccine,12-23 months;,entire,
EMR,EGY,Egypt,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EMR,EGY,Egypt,DT,Tetanus and diphtheria toxoid childrens' dose,"2, 4, 6 months;",entire,cases having previous adverse events following pertussis vaccination
EMR,EGY,Egypt,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
EMR,EGY,Egypt,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
EMR,EGY,Egypt,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,high-risk groups
EMR,EGY,Egypt,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
EMR,EGY,Egypt,HIB,Haemophilus influenzae type b vaccine,"2, 4, 6 months;",entire,cases having previous adverse events following pertussis vaccination
EMR,EGY,Egypt,Influenza_Adult,Influenza adult dose vaccine,>=3 years;,entire,"and older persons, heathcare workers, Hajj or other travellers, other risk groups"
EMR,EGY,Egypt,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months-2 years;,entire,
EMR,EGY,Egypt,IPV,Inactivated polio vaccine,4 months;,entire,
EMR,EGY,Egypt,MenAC,Meningococcal AC vaccine,"4, 6, 11, 14 years;",entire,polysaccharide
EMR,EGY,Egypt,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
EMR,EGY,Egypt,OPV,Oral polio vaccine,"birth; 2, 4, 6, 9, 12, 18 months;",entire,
EMR,EGY,Egypt,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"7, 9 years;",entire,school children
EMR,EGY,Egypt,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 years;",entire,pregnant women
EMR,EGY,Egypt,VitaminA,Vitamin A supplementation,"9, 18 months;",entire,
EMR,EGY,Egypt,YF,Yellow fever vaccine,,entire,travellers to endemic areas
AMR,SLV,El Salvador,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,SLV,El Salvador,DT,Tetanus and diphtheria toxoid childrens' dose,"2, 4, 6, 15-18 months; 4 years;",entire,children with allergies or with a history of seizures to the pertussis factor
AMR,SLV,El Salvador,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,4 years;,entire,
AMR,SLV,El Salvador,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6, 15-18 months;",entire,
AMR,SLV,El Salvador,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,risk groups
AMR,SLV,El Salvador,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,within first 12 hours
AMR,SLV,El Salvador,HPV,Human Papillomavirus vaccine,9 years;,entire,females; from October 2019
AMR,SLV,El Salvador,Influenza_Adult,Influenza adult dose vaccine,>4 years;,entire,"and adults with chronic conditions, older persons >=60 years, pregnant women, healthcare workers"
AMR,SLV,El Salvador,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months-4 years;,entire,and children with chronic conditions
AMR,SLV,El Salvador,IPV,Inactivated polio vaccine,"2, 4 months;",entire,2nd dose from October 2019
AMR,SLV,El Salvador,MMR,Measles mumps and rubella vaccine,"1, 4 years;",entire,
AMR,SLV,El Salvador,OPV,Oral polio vaccine,"4, 6, 15-18 months; 4 years;",entire,
AMR,SLV,El Salvador,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,"and children at risk received PCV13 at M2, M4, Y1"
AMR,SLV,El Salvador,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,SLV,El Salvador,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,10 years;,entire,and booster every 10 years
AMR,SLV,El Salvador,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,pregnant women from 26 weeks
AMR,SLV,El Salvador,TT,Tetanus toxoid vaccine,,entire,pregnant women from 16 weeks
AMR,SLV,El Salvador,VitaminA,Vitamin A supplementation,"6, 11 months; 1, 4, 5 years;",entire,
AMR,SLV,El Salvador,YF,Yellow fever vaccine,1 year;,entire,travellers to endemic countries
AFR,GNQ,Equatorial Guinea,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GNQ,Equatorial Guinea,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,+ M18 from September 2020
AFR,GNQ,Equatorial Guinea,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AFR,GNQ,Equatorial Guinea,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,GNQ,Equatorial Guinea,Measles,Measles vaccine,9 months;,entire,+ M18 From September 2020
AFR,GNQ,Equatorial Guinea,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,GNQ,Equatorial Guinea,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"st contact pregnancy; +1, +6 months; +1, +1 years;",entire,
AFR,GNQ,Equatorial Guinea,VitaminA,Vitamin A supplementation,"6, 12 months;",entire,
AFR,GNQ,Equatorial Guinea,YF,Yellow fever vaccine,9 months;,entire,
AFR,ERI,Eritrea,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,ERI,Eritrea,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,ERI,Eritrea,HPV,Human Papillomavirus vaccine,11-12 years;,entire,demo project: from July 2019 for females 11-12 years or school grade level 6-7
AFR,ERI,Eritrea,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,ERI,Eritrea,MenA_conj,,18 months;,entire,
AFR,ERI,Eritrea,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,ERI,Eritrea,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,ERI,Eritrea,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,ERI,Eritrea,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,ERI,Eritrea,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 years;",entire,15-45 years
AFR,ERI,Eritrea,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
EUR,EST,Estonia,BCG,Bacille Calmette-Guérin vaccine,1-5 days;,entire,
EUR,EST,Estonia,DT,Tetanus and diphtheria toxoid childrens' dose,"3, 4.5, 6 months; 2, 6-7 years;",entire,children with contraindication to pertussis component
EUR,EST,Estonia,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","3, 4.5, 6 months; 2 years;",entire,
EUR,EST,Estonia,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",6-7 years;,entire,
EUR,EST,Estonia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,or at 12 years; and at 1 month for risk groups
EUR,EST,Estonia,Hib,Haemophilus influenzae type b vaccine,"3, 4.5, 6 months; 2 years;",entire,children with contraindication to pertussis component
EUR,EST,Estonia,HPV,Human Papillomavirus vaccine,12-14 years (x2 doses);,entire,females; and catch-up for 2018-2019; from 2020 only for 12 year olds
EUR,EST,Estonia,Influenza_Adult,Influenza adult dose vaccine,>15 years;,entire,"and adults with chronic conditions, older persons, pregnmant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,EST,Estonia,Influenza_Pediatric,Influenza pediatric dose vaccine,6months-5 years; 5-15 years;,entire,and children with chronic conditions
EUR,EST,Estonia,IPV,Inactivated polio vaccine,"3, 4.5, 6 months; 2, 6-7 years;",entire,children with contraindication to pertussis component; and >14 years if incomplete vaccination/unvaccinated
EUR,EST,Estonia,MMR,Measles mumps and rubella vaccine,"1, 13 years;",entire,"and healthcare workers, catch-up for 2019"
EUR,EST,Estonia,Rotavirus,Rotavirus vaccine,"2, 3, 4 months;",entire,
EUR,EST,Estonia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,15-16 years;,entire,"and adults 25 years and every 10 years; children with contrindication to pertussis component, children >14 years with uncomplete vaccination schedule, post-trauma vaccination"
EUR,EST,Estonia,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,15-16 years;,entire,"and healthcare workers, catch-up for 2019"
AFR,SWZ,Eswatini,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,SWZ,Eswatini,DT,Tetanus and diphtheria toxoid childrens' dose,5 years;,entire,
AFR,SWZ,Eswatini,DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,18 months;,entire,from May 2019
AFR,SWZ,Eswatini,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,SWZ,Eswatini,HepB_Adult,Hepatitis B adult dose vaccine,1st contact; +4 weeks; +6 months;,entire,"health workers, armed forces"
AFR,SWZ,Eswatini,HPV,Human Papillomavirus vaccine,,entire,Planned introduction in March 2021
AFR,SWZ,Eswatini,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,SWZ,Eswatini,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,SWZ,Eswatini,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks; 18 months; 5 years;",entire,
AFR,SWZ,Eswatini,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,SWZ,Eswatini,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,SWZ,Eswatini,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 year;",entire,from May 2019; 15-49 years
AFR,SWZ,Eswatini,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 years;",entire,"pregnant women, 15-49 years"
AFR,SWZ,Eswatini,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
AFR,SWZ,Eswatini,YF,Yellow fever vaccine,,entire,travellers
AFR,ETH,Ethiopia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,ETH,Ethiopia,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,HIB,Haemophilus influenzae type b vaccine,"1st contact; 4 weeks; 6 months; 1, 1 year;",entire,
AFR,ETH,Ethiopia,HPV,Human Papillomavirus vaccine,"14 years, +6 months;",entire,females
AFR,ETH,Ethiopia,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,ETH,Ethiopia,Measles,Measles vaccine,"9, 15 months;",entire,
AFR,ETH,Ethiopia,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,ETH,Ethiopia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +4 weeks; +6 months; +1, +1 year;",entire,Planned introduction in January 2020; CBAW (15-49Y)
AFR,ETH,Ethiopia,TT,Tetanus toxoid vaccine,"1st contact; +4 weeks; +6 months; +1, +1 years;",entire,women in child bearing age (15-49 years)
AFR,ETH,Ethiopia,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,5-59 months
WPR,FJI,Fiji,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,and catch-up until 12 months
WPR,FJI,Fiji,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,and catch-up until 8 years
WPR,FJI,Fiji,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +6, +14 weeks;",entire,"medical, nursing students, all healthcare workers"
WPR,FJI,Fiji,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,"and pre-term babies are ""special"" booster at 12 months with MR1"
WPR,FJI,Fiji,HPV,Human Papillomavirus vaccine,8-13 years; +6 months;,entire,females; class 8
WPR,FJI,Fiji,IPV,Inactivated polio vaccine,14 weeks;,entire,and any age when vaccination is required
WPR,FJI,Fiji,MR,Measles and rubella vaccine,"12, 18 months; 6 years;",entire,
WPR,FJI,Fiji,OPV,Oral polio vaccine,"6, 10, 14 weeks; 18 months;",entire,and at any age when vaccination is required
WPR,FJI,Fiji,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,and catch-up until 2 years
WPR,FJI,Fiji,Rotavirus,Rotavirus vaccine,"6, 14 weeks;",entire,and catch-up until 2 years
WPR,FJI,Fiji,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"6, 11 years;",entire,"school children in year 1 and 6, and pregnant mothers"
WPR,FJI,Fiji,VitaminA,Vitamin A supplementation,"6, 12, 18, 30, 36, 42 months;",entire,adminstered every 6 months until 5 years
EUR,FIN,Finland,BCG,Bacille Calmette-Guérin vaccine,<7 years;,entire,children <7 yrs at high risk of tuberculosis
EUR,FIN,Finland,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","3, 5, 12 months;",entire,
EUR,FIN,Finland,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",4 years;,entire,
EUR,FIN,Finland,HepA_Adult,Hepatitis A adult dose vaccine,,entire,specified risk groups
EUR,FIN,Finland,HepA_Pediatric,Hepatitis A pediatric dose vaccine,,entire,specified risk groups
EUR,FIN,Finland,HepB_Adult,Hepatitis B adult dose vaccine,,entire,specified risk groups
EUR,FIN,Finland,HepB_Pediatric,Hepatitis B pediatric dose vaccine,,entire,specified risk groups
EUR,FIN,Finland,HPV,Human Papillomavirus vaccine,Y10-Y12 (x2 doses);,entire,females
EUR,FIN,Finland,Influenza_Adult,Influenza adult dose vaccine,65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,FIN,Finland,Influenza_Pediatric,Influenza pediatric dose vaccine,6-35 months; 3-6 years;,entire,and children with chronic conditions
EUR,FIN,Finland,IPV,Inactivated polio vaccine,,entire,booster if travelling at endemic country for longer than 4 weeks or arriving from such a country and previous booster over 12 month ago
EUR,FIN,Finland,MMR,Measles mumps and rubella vaccine,12 months; 6 years;,entire,second dose only given if child has already had varicella
EUR,FIN,Finland,MMRV,"Measles, mumps, rubella and varicella vaccine",6 years;,entire,given only if child also needs protection against varicella
EUR,FIN,Finland,Pneumo_conj,Pneumococcal conjugate vaccine,"3, 5, 12 months;",entire,and specified risk groups 13 valent PCV
EUR,FIN,Finland,Pneumo_ps,Pneumococcal polysaccharide vaccine,<5 years;,entire,"for children <5 years at high risk of severe pneumococcal disease, and after stem cell transfusion"
EUR,FIN,Finland,Rotavirus,Rotavirus vaccine,"2, 3, 5 months;",entire,
EUR,FIN,Finland,TBE,Tick borne encephalitis vaccine,>=3 years;,part,in specified risk areas
EUR,FIN,Finland,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"45, 65, +10 years;",entire,booster every 10 years for adults >65 years
EUR,FIN,Finland,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,"14-15, 25 years;",entire,
EUR,FIN,Finland,Varicella,Varicella vaccine,18 months;,entire,catch up dose children 1Y and 5-11 years who have not had chickenpox
EUR,FRA,France,BCG,Bacille Calmette-Guérin vaccine,birth;,part,"B/M1/M2: children born in Guyanna and Mayotte (B), infant at risk (M1-M2)"
EUR,FRA,France,DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,"11-13, 25 years;",entire,
EUR,FRA,France,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 11 months;",entire,
EUR,FRA,France,HepA_Adult,Hepatitis A adult dose vaccine,1st contact; +6-12 months;,part,"professionnal at risk, adults at risk"
EUR,FRA,France,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,"Professionnal at risk (health professionnels, fireman, secourists)"
EUR,FRA,France,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
EUR,FRA,France,HPV,Human Papillomavirus vaccine,11-13 years; +6 months;,entire,"Females 11-13 years: 2 doses (M0, +M6); females 14-19 years and MSM under 26 years: 3 doses (M0, +M2, +M6)"
EUR,FRA,France,Influenza_Adult,Influenza adult dose vaccine,,entire,"elderly, pregnant women, healthcare workers, adults with chronic conditions, residents living in long-term care facilities"
EUR,FRA,France,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,FRA,France,MenC_conj,Meningococcal C conjugate vaccine,"5, 12 months;",entire,
EUR,FRA,France,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
EUR,FRA,France,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 11 months;",entire,
EUR,FRA,France,Pneumo_ps,Pneumococcal polysaccharide vaccine,,entire,adults at risk
EUR,FRA,France,TdaPIPV,Tetanus and diphtheria toxoid with acellular pertussis and IPV vaccines,"6, 13, 25 years;",entire,
EUR,FRA,France,TdIPV,Tetanus and diphtheria toxoid for older children / adults with inactivated Polio vaccine,"45, 65 years;",entire,
EUR,FRA,France,YF,Yellow fever vaccine,"9 months, 6 years;",part,French Guyana only; mandatory; one dose for children above 2 years and adults
AFR,GAB,Gabon,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GAB,Gabon,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,GAB,Gabon,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,GAB,Gabon,Measles,Measles vaccine,9 months;,entire,
AFR,GAB,Gabon,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,GAB,Gabon,TT,Tetanus toxoid vaccine,"1st contact pregnancy; +1, +6 months; +1, +1 year;",entire,Pregnant women
AFR,GAB,Gabon,YF,Yellow fever vaccine,9 months;,entire,
AFR,GMB,Gambia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GMB,Gambia,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,1 year after DTP3; 18-24 months
AFR,GMB,Gambia,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 3, 4 months;",entire,
AFR,GMB,Gambia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AFR,GMB,Gambia,HPV,Human Papillomavirus vaccine,"9-14, +1 years;",entire,"from October 2019: females; grade 3, grade 4-8 multi-cohort, 9-14 years out of school"
AFR,GMB,Gambia,IPV,Inactivated polio vaccine,4 months;,entire,
AFR,GMB,Gambia,MenA_conj,,12 months;,entire,from April 2019; 12-24 months
AFR,GMB,Gambia,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,GMB,Gambia,OPV,Oral polio vaccine,"birth; 2, 3, 4, 9, 18 months;",entire,
AFR,GMB,Gambia,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 3, 4 months;",entire,
AFR,GMB,Gambia,Rotavirus,Rotavirus vaccine,"2, 3 months;",entire,
AFR,GMB,Gambia,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 years;",entire,"15-49 years, pregnant and post-partum mothers"
AFR,GMB,Gambia,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 20, 36 months;",entire,6-59 months
AFR,GMB,Gambia,YF,Yellow fever vaccine,9 months;,entire,
EUR,GEO,Georgia,BCG,Bacille Calmette-Guérin vaccine,0-5 days;,entire,
EUR,GEO,Georgia,DT,Tetanus and diphtheria toxoid childrens' dose,5 years;,entire,
EUR,GEO,Georgia,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 3, 4 months;",entire,
EUR,GEO,Georgia,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
EUR,GEO,Georgia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,12 hours;,entire,
EUR,GEO,Georgia,HPV,Human Papillomavirus vaccine,Y10-Y12 years; +6 months;,entire,National introduction from August 2019
