unicef_region,country_iso3,country,vaccine,year,immunization_coverage,antigen_family,gdp_per_capita_usd,health_exp_pct_gdp,population_total,gni_per_capita_usd,gavi_eligible,pharma_tariff_rate,reporter_flag,oop_health_exp_pct,tariff_x_oop
LACR,PER,Peru,HIB3,2020,72,Hib,6133.325524,6.34739399,32838579,6080,0,1.9638398002441793,1,22.49866867,0.44183780986652776
Non-programme,POL,Poland,HIB3,2020,94,Hib,16150.93048,6.42739105,37515748,15640,0,1.1700902346512216,1,19.53498077,0.22857690233076405
Non-programme,PRT,Portugal,HIB3,2020,99,Hib,22299.40441,10.52074051,10297081,21910,0,0.7831597972023087,1,28.01858902,0.21943032494798032
MENA,QAT,Qatar,HIB3,2020,89,Hib,51683.56811,3.81872201,2794148,57730,0,3.2440711091739014,1,5.89859581,0.19135464251915227
Non-programme,KOR,Republic of Korea,HIB3,2020,96,Hib,33645.77195,8.02722836,51836239,35000,0,2.645636000154941,1,31.79624748,0.8412129700292382
ECAR,MDA,Republic of Moldova,HIB3,2020,86,Hib,4375.778893,7.00484037,2635130,4360,0,3.2498532542372884,1,30.92627144,1.005058438807097
ECAR,ROU,Romania,HIB3,2020,87,Hib,13009.17706,6.20959711,19265250,12720,0,0.5810155096985583,1,19.02618599,0.11054509150599419
LACR,LCA,Saint Lucia,HIB3,2020,86,Hib,8411.074749,7.01033401,178250,8560,0,6.418593615624999,1,34.92950821,2.241983184
EAPR,WSM,Samoa,HIB3,2020,89,Hib,4099.596605,6.09105825,211944,4080,0,9.812004530011325,1,13.31474113,1.3064430028348812
MENA,SAU,Saudi Arabia,HIB3,2020,95,Hib,24338.83073,6.64630127,31552510,26940,0,3.758285461776403,1,10.08158016,0.37889456147061423
ECAR,SRB,Serbia,HIB3,2020,92,Hib,8098.709557,8.30643559,6899126,7790,0,0.9216153000254323,1,36.02006149,0.3319663977704087
Non-programme,SGP,Singapore,HIB3,2020,98,Hib,61410.07926,5.70015287,5685807,55780,0,0,1,24.358181,0
Non-programme,SVK,Slovakia,HIB3,2020,97,Hib,19735.48583,7.06027794,5458827,19420,0,0.9774812082181059,1,18.75167656,0.18329411459983938
Non-programme,SVN,Slovenia,HIB3,2020,95,Hib,25392.06511,9.48984432,2102419,25380,0,0.5912411286853615,1,12.47413063,0.073752191
EAPR,SLB,Solomon Islands,HIB3,2020,94,Hib,2063.32781,4.89478445,744498,2170,0,7.460950251741294,1,3.42718005,0.2557001985681024
ESAR,ZAF,South Africa,HIB3,2020,84,Hib,5580.603831,9.02174091,60562381,5930,0,1.7702496479454375,1,6.42942715,0.11381691148778339
Non-programme,ESP,Spain,HIB3,2020,98,Hib,27233.94265,10.79479218,47359424,27410,0,1.171998627,1,21.66228485,0.25388168108392417
ROSA,LKA,Sri Lanka,HIB3,2020,96,Hib,3847.601377,4.27431631,21919000,3880,0,4.122125763700234,1,37.50995255,1.5462074180152832
MENA,PSE,State of Palestine,HIB3,2020,98,Hib,3233.568638,10.27610207,4803269,3700,0,1.1817139008324662,1,38.39196014,0.4536831297764396
Non-programme,SWE,Sweden,HIB3,2020,97,Hib,52568.5727,11.42458725,10353442,54590,0,0.8923799087851905,1,12.9202652,0.1152978508065647
Non-programme,CHE,Switzerland,HIB3,2020,96,Hib,85897.78433,11.98960876,8638167,81740,0,0.38661081170637485,1,20.72429276,0.080122356
EAPR,THA,Thailand,HIB3,2020,45,Hib,6985.643939,4.35724688,71641484,6900,0,2.9017230343527225,1,10.54276752,0.30592191358609727
MENA,TUN,Tunisia,HIB3,2020,97,Hib,3548.653637,7.05612612,11974057,3270,0,1.8217086612502074,1,33.44130325,0.609203118
ECAR,TUR,Turkiye,HIB3,2020,98,Hib,8798.117917,4.61640215,83384680,9330,0,1.368112319117503,1,16.43061447,0.22478926067077304
MENA,ARE,United Arab Emirates,HIB3,2020,90,Hib,37991.7493,5.82477045,9401038,41310,0,3.882396427,1,11.21054459,0.43523778261688034
Non-programme,GBR,United Kingdom,HIB3,2020,93,Hib,40812.67947,12.10388088,66744000,39340,0,1.2518664641090063,1,12.40982437,0.15535442954285678
Non-programme,USA,United States,HIB3,2020,91,Hib,63515.94918,18.51597404,331577720,64920,0,1.8719826154206398,1,10.06959915,0.18850114553054453
LACR,URY,Uruguay,HIB3,2020,92,Hib,15757.5356,9.08774948,3398968,16130,0,6.536230507959228,1,16.74065208,1.0942076084842711
EAPR,VNM,Viet Nam,HIB3,2020,94,Hib,3534.039535,4.33219814,98079191,3400,0,2.568428475246948,1,42.40335083,1.089099737176583
ESAR,ZWE,Zimbabwe,HIB3,2020,86,Hib,2059.674454,2.95440102,15526888,1980,0,7.179413537919545,1,10.40830708,0.7472554075697585
ECAR,ALB,Albania,HIB3,2019,99,Hib,6069.439031,6.78144073,2567801,5900,0,0.5149545459940653,1,56.41222382,0.290497311
MENA,DZA,Algeria,HIB3,2019,88,Hib,4468.453419,5.41732121,43294546,4480,0,8.810044862461389,1,37.92313004,3.3410447697735712
LACR,ARG,Argentina,HIB3,2019,83,Hib,9955.974787,10.11911297,44973465,11210,0,7.117608794412783,1,23.27544212,1.656654915271577
ECAR,ARM,Armenia,HIB3,2019,92,Hib,4597.228874,11.3798008,2962500,4650,0,3.2094787374520153,1,84.79430389,2.721455153919997
Non-programme,AUS,Australia,HIB3,2019,95,Hib,55194.75851,10.25421429,25334826,55090,0,1.3823898003559114,1,15.01641464,0.20758538436251187
Non-programme,AUT,Austria,HIB3,2019,85,Hib,49885.99474,10.62530422,8879920,50900,0,0.8924562846281263,1,18.7592411,0.16741802614549248
ECAR,AZE,Azerbaijan,HIB3,2019,74,Hib,4805.753718,4.18188763,10024283,4510,0,6.838534343288035,1,71.34140778,4.878706672020462
MENA,BHR,Bahrain,HIB3,2019,99,Hib,27259.74386,3.78430986,1483756,25800,0,3.228203960846802,1,29.97935486,0.9677947210268383
ECAR,BLR,Belarus,HIB3,2019,91,Hib,6837.773396,5.86133814,9419758,6370,0,4.228809209037484,1,25.69003105,1.0863823988469892
Non-programme,BEL,Belgium,HIB3,2019,97,Hib,46716.62275,10.85831451,11488980,48070,0,1.1405311481580527,1,20.59959984,0.23494485257111639
LACR,BLZ,Belize,HIB3,2019,98,Hib,6171.614498,4.81608105,385829,5850,0,7.5643726245128855,1,22.67947578,1.7155600572853502
LACR,BOL,Bolivia (Plurinational State of),HIB3,2019,75,Hib,4203.154929,6.88792992,11671386,4170,0,5.380005322592263,1,23.99159813,1.290749256368946
ECAR,BIH,Bosnia and Herzegovina,HIB3,2019,78,Hib,6122.375414,8.92544365,3345533,6180,0,0.9870123255979314,1,29.35281181,0.2897158704742652
ESAR,BWA,Botswana,HIB3,2019,94,Hib,7172.089565,6.12193203,2332083,7520,0,3.8792194485895006,1,4.49591017,0.17440622170575326
LACR,BRA,Brazil,HIB3,2019,72,Hib,9029.833044,9.61449146,207455459,9410,0,7.454407886511722,1,24.87984657,1.854645244866096
EAPR,BRN,Brunei Darussalam,HIB3,2019,99,Hib,30426.57307,2.23100758,442680,31550,0,0.7023541660603239,1,5.50012302,0.038630343
ECAR,BGR,Bulgaria,HIB3,2019,92,Hib,10353.72046,7.11813641,6616726,9920,0,0.6288785598641349,1,37.79553986,0.23768804676444305
WCAR,CPV,Cabo Verde,HIB3,2019,96,Hib,4380.781173,4.82431316,514104,4420,0,10.27509313605948,1,24.94114113,2.5627254803035378
EAPR,KHM,Cambodia,HIB3,2019,88,Hib,2225.877055,5.05801058,16481304,2100,0,6.733469444620557,1,64.39125061,4.335765184833398
Non-programme,CAN,Canada,HIB3,2019,92,Hib,46352.86934,11.04823494,37618495,46580,0,1.3837138797223811,1,15.42836094,0.2134843717404464
LACR,CHL,Chile,HIB3,2019,96,Hib,14495.71672,9.30968475,19197744,14690,0,0.7074553356083475,1,32.34170532,0.2288031199130688
LACR,COL,Colombia,HIB3,2019,92,Hib,6472.545449,7.83404827,49907985,6630,0,2.5815432011114234,1,14.750144,0.3807813395861446
LACR,CRI,Costa Rica,HIB3,2019,96,Hib,12884.686,7.2212491,4999553,12240,0,1.4924207518341044,1,22.32456398,0.3331764255940017
ECAR,HRV,Croatia,HIB3,2019,94,Hib,15563.59873,6.78699923,3949390,15800,0,0.5031250705734118,1,11.46475887,0.057682076
Non-programme,CYP,Cyprus,HIB3,2019,92,Hib,29227.17383,6.99843168,1286671,28380,0,0.6466651322143865,1,33.72646713,0.21809730325745613
Non-programme,CZE,Czechia,HIB3,2019,97,Hib,24062.719,7.48754358,10671870,22440,0,1.0807379764814489,1,14.309021,0.1546430240097056
Non-programme,DNK,Denmark,HIB3,2019,97,Hib,59404.26632,10.18468761,5814422,63020,0,0.68683427,1,13.79444408,0.094744969
LACR,DOM,Dominican Republic,HIB3,2019,79,Hib,8183.016236,4.36808872,10894043,7940,0,3.425993573254095,1,27.33348846,0.9364435579857497
LACR,ECU,Ecuador,HIB3,2019,85,Hib,6205.057652,7.80878448,17340021,6100,0,3.0408379343080245,1,29.0748024,0.8841176207042999
MENA,EGY,Egypt,HIB3,2019,95,Hib,2962.98892,4.5994668,107553158,2640,0,6.2195921423316065,1,62.50646591,3.8876472421875445
LACR,SLV,El Salvador,HIB3,2019,96,Hib,4320.116715,8.80846119,6222318,4130,0,1.9188670545408162,1,37.6710701,0.7228577532418761
Non-programme,EST,Estonia,HIB3,2019,91,Hib,24021.25014,6.64763546,1326898,23490,0,1.017230875704384,1,23.92458153,0.2433682302062283
EAPR,FJI,Fiji,HIB3,2019,97,Hib,5842.073446,4.28229284,914899,5570,0,9.516107053,1,19.14904594,1.8222437111994054
Non-programme,FIN,Finland,HIB3,2019,91,Hib,48358.18078,9.22295189,5521606,49590,0,1.011772810114535,1,17.42399406,0.17629123433505164
Non-programme,FRA,France,HIB3,2019,95,Hib,40408.28486,11.17058277,67382061,42720,0,1.2424214225941344,1,10.31887913,0.1282039648827152
ECAR,GEO,Georgia,HIB3,2019,94,Hib,4741.283272,7.31291389,3720161,4780,0,0.26565180102915953,1,56.99837112,0.15141719943756432
Non-programme,DEU,Germany,HIB3,2019,90,Hib,47656.19974,11.42805386,83092962,50350,0,1.3040107735751743,1,12.37548542,0.16137766315902488
WCAR,GHA,Ghana,HIB3,2019,97,Hib,2186.658227,3.25450468,31258945,2170,0,9.492825716042683,1,28.97685051,2.750721916912525
ECAR,GRC,Greece,HIB3,2019,99,Hib,19335.3602,8.11709499,10721582,19770,0,0.5959241851638557,1,33.64273453,0.2004851916147416
LACR,GTM,Guatemala,HIB3,2019,88,Hib,4511.998396,6.17443275,17103803,4490,0,1.4859069573893653,1,55.9891777,0.8319470868293951
LACR,HND,Honduras,HIB3,2019,88,Hib,2502.327443,7.34316635,9943633,2330,0,2.4146742787941387,1,52.32635117,1.2635109427334859
Non-programme,HUN,Hungary,HIB3,2019,99,Hib,17012.85986,6.24677849,9694824,16840,0,0.7477910993768412,1,27.78665924,0.2077861646108926
Non-programme,ISL,Iceland,HIB3,2019,93,Hib,69296.31444,8.63996315,360563,74870,0,0.5436643853473582,1,15.4256382,0.083863701
ROSA,IND,India,HIB3,2019,91,Hib,2041.428637,2.95299792,1389030312,2070,0,7.114921873,1,52.00421143,3.700059014062438
EAPR,IDN,Indonesia,HIB3,2019,85,Hib,4106.948562,2.87862897,272489381,4020,0,3.2478870021218937,1,34.55001068,1.1221453061074462
Non-programme,IRL,Ireland,HIB3,2019,94,Hib,81827.66889,6.61860561,4976456,62460,0,1.2538745506076112,1,12.65658474,0.1586976950309465
Non-programme,ISR,Israel,HIB3,2019,98,Hib,44250.63136,7.20701885,9054000,44280,0,0.4376836725353078,1,21.35632706,0.093473157
Non-programme,ITA,Italy,HIB3,2019,95,Hib,33812.78872,8.61536789,59729081,35030,0,0.968475191,1,23.87487411,0.23122223265991299
LACR,JAM,Jamaica,HIB3,2019,96,Hib,6030.688964,6.96945572,2823271,5930,0,5.430569582121471,1,26.89248657,1.4604151955465219
Non-programme,JPN,Japan,HIB3,2019,98,Hib,40415.95676,10.96998405,126633000,41970,0,1.5241726389126138,1,12.9017725,0.19664528637975193
MENA,JOR,Jordan,HIB3,2019,89,Hib,4170.1144,7.07244635,10671891,4190,0,1.0789958961230997,1,36.0000267,0.38843881069622016
ECAR,KAZ,Kazakhstan,HIB3,2019,97,Hib,9457.126147,2.87143755,19209555,8500,0,4.216581910615115,1,33.86382675,1.427895992982542
EAPR,KIR,Kiribati,HIB3,2019,97,Hib,1750.997719,10.16600227,123921,3610,0,17.266679606864276,1,0.63055825,0.10887647276215025
MENA,KWT,Kuwait,HIB3,2019,92,Hib,31707.87374,5.18200397,4442316,35680,0,3.508299244854993,1,10.7205658,0.3761095290055826
EAPR,LAO,Lao People's Democratic Republic,HIB3,2019,66,Hib,2589.32081,2.60312223,7237636,2520,0,1.6226746809345793,1,41.83228683,0.6788019268463406
Non-programme,LVA,Latvia,HIB3,2019,99,Hib,17294.97516,6.86276913,1913822,17010,0,0.6383164945819219,1,35.10500336,0.22408102687041787
MENA,LBN,Lebanon,HIB3,2019,85,Hib,8905.880055,8.68533897,5794594,8630,0,2.5837080689205423,1,30.71131897,0.7934908262998153
Non-programme,LTU,Lithuania,HIB3,2019,92,Hib,19608.79439,6.94472647,2811089,19200,0,0.6177633936923964,1,32.27022552,0.19935364032454175
Non-programme,LUX,Luxembourg,HIB3,2019,99,Hib,112696.6491,5.46640301,620001,79280,0,0.6898494322645855,1,9.58771706,0.066140812
EAPR,MYS,Malaysia,HIB3,2019,98,Hib,10920.19176,3.83991051,33440596,10750,0,1.4694584086753388,1,36.0626564,0.5299257368614952
ROSA,MDV,Maldives,HIB3,2019,98,Hib,11740.2724,7.50238085,487731,10730,0,7.088770518222222,1,17.46362114,1.2379560267863434
Non-programme,MLT,Malta,HIB3,2019,98,Hib,32421.91798,8.89282227,503912,29830,0,0.740445762,1,34.13107681,0.2527221117117544
WCAR,MRT,Mauritania,HIB3,2019,80,Hib,1767.072711,3.09176588,4467708,1720,0,7.777472537087911,1,60.29301453,4.6892726468531745
Non-programme,MUS,Mauritius,HIB3,2019,97,Hib,11568.25334,5.69508171,1265985,12700,0,1.168068342938412,1,47.12637711,0.550468292
LACR,MEX,Mexico,HIB3,2019,82,Hib,10369.55536,5.3013463,125762982,9860,0,1.1155175973927363,1,42.28219223,0.4716652948890742
EAPR,MNG,Mongolia,HIB3,2019,98,Hib,4347.546103,4.49497986,3267673,3800,0,5,1,43.10778427,2.155389214
ECAR,MNE,Montenegro,HIB3,2019,85,Hib,8749.023752,8.32983208,626753,8970,0,0.5083205772835216,1,38.55628967,0.1959895542296508
MENA,MAR,Morocco,HIB3,2019,99,Hib,3508.097656,5.020401,36210898,3510,0,1.748697530169071,1,46.55796814,0.814158039
ESAR,NAM,Namibia,HIB3,2019,87,Hib,4731.921032,8.85805798,2650494,4870,0,3.706948585892239,1,7.52685452,0.27901662719130604
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,2019,94,Hib,53554.90075,9.93616295,17344874,52940,0,1.0020942107344395,1,10.423666,0.10445495353229413
Non-programme,NZL,New Zealand,HIB3,2019,91,Hib,42855.83186,8.61898708,4970300,43130,0,0.7459302352315851,1,14.4040451,0.1074441274972936
WCAR,NGA,Nigeria,HIB3,2019,66,Hib,3189.812865,2.98547053,209485641,2260,0,7.6374550824730445,1,71.49702454,5.460553134547229
ECAR,MKD,North Macedonia,HIB3,2019,92,Hib,6718.858266,7.06654119,1876262,6520,0,2.7015864512832617,1,39.08806229,1.055997794895802
Non-programme,NOR,Norway,HIB3,2019,97,Hib,76430.58895,10.43807507,5347896,82430,0,0.40411389256736896,1,13.91872692,0.056247509152234254
MENA,OMN,Oman,HIB3,2019,99,Hib,19180.18642,3.80648994,4591241,17860,0,2.5195195195195197,1,5.9613471,0.1501973038108108
EAPR,PLW,Palau,HIB3,2019,93,Hib,15846.79685,12.17405796,17798,16200,0,5.287822878228782,1,14.83093166,0.7842333973719557
LACR,PAN,Panama,HIB3,2019,88,Hib,16477.90663,8.13541794,4234700,15640,0,3.584166503,1,37.61917496,1.3483338677980938
LACR,PRY,Paraguay,HIB3,2019,86,Hib,5821.181995,7.16081905,6515058,5950,0,5.742141281589007,1,41.96775436,2.4098477480614307
LACR,PER,Peru,HIB3,2019,88,Hib,7037.008037,5.12525272,32449303,6850,0,1.9638398002441793,1,28.34798813,0.5567090734654356
Non-programme,POL,Poland,HIB3,2019,95,Hib,15874.52205,6.38906956,37965475,15510,0,1.1700902346512216,1,20.09078407,0.2350803024679333
Non-programme,PRT,Portugal,HIB3,2019,99,Hib,23343.3629,9.50868607,10286263,23250,0,0.7831597972023087,1,30.60724258,0.23970361891874667
MENA,QAT,Qatar,HIB3,2019,98,Hib,66841.36232,3.18468714,2638657,65700,0,3.2440711091739014,1,6.3903017,0.2073059312387487
Non-programme,KOR,Republic of Korea,HIB3,2019,98,Hib,33826.94433,7.69397116,51764822,35790,0,2.645636000154941,1,32.83717346,0.8687520824910839
ECAR,MDA,Republic of Moldova,HIB3,2019,90,Hib,4405.334182,6.49662447,2664224,4490,0,3.2498532542372884,1,35.6937027,1.159992958753733
ECAR,ROU,Romania,HIB3,2019,88,Hib,12909.6104,5.69924641,19371648,12660,0,0.5810155096985583,1,18.87716484,0.10967925551176304
LACR,LCA,Saint Lucia,HIB3,2019,92,Hib,11794.05972,4.290905,177661,11100,0,6.418593615624999,1,41.82805252,2.6847727085889916
EAPR,WSM,Samoa,HIB3,2019,68,Hib,4351.942349,5.64761591,209780,4270,0,9.812004530011325,1,11.15737247,1.0947618921866364
MENA,SAU,Saudi Arabia,HIB3,2019,96,Hib,29566.79338,5.46743011,30063799,29140,0,3.758285461776403,1,11.40407372,0.4285976446690234
ECAR,SRB,Serbia,HIB3,2019,97,Hib,7755.632986,8.28762531,6945235,7380,0,0.9216153000254323,1,37.03455734,0.34131614674213173
Non-programme,SGP,Singapore,HIB3,2019,96,Hib,65952.0379,4.40746737,5703569,58430,0,0,1,28.39058113,0
Non-programme,SVK,Slovakia,HIB3,2019,97,Hib,19406.05897,6.91102982,5454147,19230,0,0.9774812082181059,1,19.15936279,0.1872791708865822
Non-programme,SVN,Slovenia,HIB3,2019,95,Hib,25814.16872,8.56564522,2088385,25900,0,0.5912411286853615,1,11.66123962,0.068946045
EAPR,SLB,Solomon Islands,HIB3,2019,94,Hib,2223.658909,4.43728065,728147,2210,0,7.460950251741294,1,3.58858848,0.26774280123251903
ESAR,ZAF,South Africa,HIB3,2019,85,Hib,6533.71121,8.24652863,59587885,6570,0,1.7702496479454375,1,5.74111795,0.1016321202980073
Non-programme,ESP,Spain,HIB3,2019,96,Hib,29786.52457,9.21539497,47118501,30560,0,1.171998627,1,23.84757805,0.27949328739041535
ROSA,LKA,Sri Lanka,HIB3,2019,99,Hib,4081.947727,3.70119572,21803000,4220,0,4.122125763700234,1,44.29746628,1.825997270194304
MENA,PSE,State of Palestine,HIB3,2019,99,Hib,3656.858271,9.18576908,4685306,4200,0,1.1817139008324662,1,38.69657516,0.4572828078118032
Non-programme,SWE,Sweden,HIB3,2019,97,Hib,51648.98928,10.93444347,10278887,56100,0,0.8923799087851905,1,13.9244051,0.12425859353026042
Non-programme,CHE,Switzerland,HIB3,2019,95,Hib,84121.93103,11.42588997,8575280,83160,0,0.38661081170637485,1,21.8964119,0.084653896
MENA,TUN,Tunisia,HIB3,2019,98,Hib,3528.872133,6.02461243,11875081,3590,0,1.8217086612502074,1,35.57650757,0.6481003197730256
ECAR,TUR,Turkiye,HIB3,2019,99,Hib,9395.23378,4.35954332,82579440,9970,0,1.368112319117503,1,17.04763412,0.23323078251379875
MENA,ARE,United Arab Emirates,HIB3,2019,99,Hib,45938.60736,4.40291262,9445785,46690,0,3.882396427,1,12.23162079,0.47488000852330886
Non-programme,GBR,United Kingdom,HIB3,2019,93,Hib,43158.74113,9.97954082,66631000,43640,0,1.2518664641090063,1,16.03681946,0.20075956472944703
Non-programme,USA,United States,HIB3,2019,91,Hib,64746.45068,16.54486084,330226227,65880,0,1.8719826154206398,1,11.30872917,0.2116974440874028
LACR,URY,Uruguay,HIB3,2019,94,Hib,18315.7317,9.240695,3397206,18390,0,6.536230507959228,1,15.46145821,1.0105965484973867
EAPR,VNM,Viet Nam,HIB3,2019,89,Hib,3440.900254,4.97407484,97173776,3290,0,2.568428475246948,1,45.11730576,1.1588057284040714
ESAR,ZWE,Zimbabwe,HIB3,2019,90,Hib,2184.329239,3.23268151,15271368,2430,0,7.179413537919545,1,9.08337116,0.6521327787605196
ECAR,ALB,Albania,HIB3,2018,99,Hib,5897.654526,6.59002447,2607733,5400,0,0.5149545459940653,1,56.41461563,0.29050962779176354
MENA,DZA,Algeria,HIB3,2018,91,Hib,4577.210292,5.9323926,42505035,4450,0,8.810044862461389,1,33.76395798,2.9746198453806123
LACR,ARG,Argentina,HIB3,2018,86,Hib,11752.79989,10.17289257,44654882,12390,0,7.117608794412783,1,24.02781868,1.7102061354732376
ECAR,ARM,Armenia,HIB3,2018,92,Hib,4196.005623,10.00543404,2969000,4220,0,3.2094787374520153,1,84.27638245,2.704832575426492
Non-programme,AUS,Australia,HIB3,2018,94,Hib,57410.17373,10.08907509,24963258,53280,0,1.3823898003559114,1,16.48277283,0.22785617041775538
Non-programme,AUT,Austria,HIB3,2018,85,Hib,51194.07498,10.5157156,8840521,48710,0,0.8924562846281263,1,19.29269981,0.1721789119287836
ECAR,AZE,Azerbaijan,HIB3,2018,77,Hib,4739.794312,3.83661342,9939771,4080,0,6.838534343288035,1,73.38605499,5.018530573675393
MENA,BHR,Bahrain,HIB3,2018,99,Hib,26324.40665,3.94324946,1503091,24200,0,3.228203960846802,1,30.00357628,0.9685766378666516
ECAR,BLR,Belarus,HIB3,2018,67,Hib,6360.037502,5.52699471,9438785,5730,0,4.228809209037484,1,25.44559479,1.0760456557738822
Non-programme,BEL,Belgium,HIB3,2018,97,Hib,47487.21004,10.9937973,11427054,45980,0,1.1405311481580527,1,19.3741951,0.22096872982041119
LACR,BLZ,Belize,HIB3,2018,96,Hib,6011.990369,4.75529861,380226,5610,0,7.5643726245128855,1,22.96988678,1.7375278274679244
LACR,BOL,Bolivia (Plurinational State of),HIB3,2018,83,Hib,4206.855294,6.60399437,11508368,3730,0,5.380005322592263,1,22.10827065,1.1894261377031032
ECAR,BIH,Bosnia and Herzegovina,HIB3,2018,62,Hib,6047.847072,8.76100445,3387000,5720,0,0.9870123255979314,1,29.31168938,0.2893099870215799
ESAR,BWA,Botswana,HIB3,2018,94,Hib,7407.959401,6.04010344,2299141,6680,0,3.8792194485895006,1,5.10579157,0.19806485958788322
LACR,BRA,Brazil,HIB3,2018,83,Hib,9300.660729,9.46475029,206107261,9320,0,7.454407886511722,1,24.82529449,1.85057871
EAPR,BRN,Brunei Darussalam,HIB3,2018,99,Hib,30988.11903,2.41600895,437810,28790,0,0.7023541660603239,1,4.8520875,0.034078839
ECAR,BGR,Bulgaria,HIB3,2018,92,Hib,9849.383972,7.34086275,6710798,8860,0,0.6288785598641349,1,39.32843781,0.2473281133165899
WCAR,CPV,Cabo Verde,HIB3,2018,98,Hib,4294.9651,4.78548193,513415,4040,0,10.27509313605948,1,27.06538963,2.7809939921198845
EAPR,KHM,Cambodia,HIB3,2018,89,Hib,2036.673776,4.49707794,16274522,1920,0,6.733469444620557,1,60.96880341,4.105315748363126
Non-programme,CAN,Canada,HIB3,2018,91,Hib,46539.17616,10.92262077,37072620,45060,0,1.3837138797223811,1,15.56946564,0.21543685705928706
LACR,CHL,Chile,HIB3,2018,95,Hib,15659.48087,9.15040398,18893191,14460,0,0.7074553356083475,1,32.69705963,0.231317093
LACR,COL,Colombia,HIB3,2018,92,Hib,6816.968183,7.71777487,49024465,6350,0,2.5815432011114234,1,15.04849339,0.388483358
LACR,CRI,Costa Rica,HIB3,2018,94,Hib,12590.24938,7.28587723,4957818,12070,0,1.4924207518341044,1,22.4164257,0.3345473889662734
ECAR,HRV,Croatia,HIB3,2018,94,Hib,15460.36696,6.7136178,3988775,14670,0,0.5031250705734118,1,11.38725376,0.057292129
Non-programme,CYP,Cyprus,HIB3,2018,97,Hib,29120.375,6.78446245,1270737,27120,0,0.6466651322143865,1,44.3609581,0.28686684834893356
Non-programme,CZE,Czechia,HIB3,2018,96,Hib,23705.93298,7.37173605,10629928,20700,0,1.0807379764814489,1,14.15549374,0.1529837966066342
Non-programme,DNK,Denmark,HIB3,2018,97,Hib,61324.7665,10.14163208,5793636,61090,0,0.68683427,1,13.82407379,0.094948476
LACR,DOM,Dominican Republic,HIB3,2018,78,Hib,7882.982216,4.21765518,10782053,7600,0,3.425993573254095,1,28.47889519,0.9756851189431696
LACR,ECU,Ecuador,HIB3,2018,85,Hib,6303.918867,7.83364677,17049547,6120,0,3.0408379343080245,1,28.78895378,0.875425427
MENA,EGY,Egypt,HIB3,2018,95,Hib,2484.703156,4.74892998,105682094,2710,0,6.2195921423316065,1,62.61043167,3.8941134884272195
