unicef_region,country_iso3,country,vaccine,year,immunization_coverage,antigen_family,gdp_per_capita_usd,health_exp_pct_gdp,population_total,gni_per_capita_usd,gavi_eligible,pharma_tariff_rate,reporter_flag,oop_health_exp_pct,tariff_x_oop
MENA,DZA,Algeria,HIB3,2021,81,Hib,4160.559267,5.02188873,44761099,4120,0,8.810044862461389,1,40.50164032,3.5682126822247504
LACR,ARG,Argentina,HIB3,2021,81,Hib,10738.01792,11.00910187,45312281,10070,0,7.117608794412783,1,25.59913445,1.8220462449067525
ECAR,ARM,Armenia,HIB3,2021,93,Hib,4685.179971,12.32268524,2962300,4580,0,3.2094787374520153,1,78.65647888,2.524462965282035
Non-programme,AUS,Australia,HIB3,2021,95,Hib,60758.90444,10.51612186,25685412,57220,0,1.3823898003559114,1,14.4608345,0.19990510117434876
Non-programme,AUT,Austria,HIB3,2021,86,Hib,53648.6438,12.185215,8955797,53440,0,0.8924562846281263,1,16.02560425,0.14302151227875712
ECAR,AZE,Azerbaijan,HIB3,2021,49,Hib,5408.045352,4.68526697,10137750,4910,0,6.838534343288035,1,66.0317688,4.5156051868685525
MENA,BHR,Bahrain,HIB3,2021,98,Hib,27147.80839,4.32771444,1504365,25240,0,3.228203960846802,1,25.76650047,0.8317951887441498
ECAR,BLR,Belarus,HIB3,2021,98,Hib,7489.718947,6.56549978,9302585,7040,0,4.228809209037484,1,21.92699814,0.9272509166097979
Non-programme,BEL,Belgium,HIB3,2021,97,Hib,51658.23829,11.28825092,11586195,51140,0,1.1405311481580527,1,20.34373283,0.2320266096242057
LACR,BLZ,Belize,HIB3,2021,83,Hib,6142.989306,5.04598379,395346,6120,0,7.5643726245128855,1,22.02814865,1.6662912461676047
LACR,BOL,Bolivia (Plurinational State of),HIB3,2021,70,Hib,4010.760537,8.16016769,11937360,3990,0,5.380005322592263,1,22.73787498,1.2232988841683745
ECAR,BIH,Bosnia and Herzegovina,HIB3,2021,76,Hib,7295.343787,9.55514336,3244907,6970,0,0.9870123255979314,1,30.71450996,0.30315599905220425
ESAR,BWA,Botswana,HIB3,2021,95,Hib,7807.887946,6.30315065,2401441,7530,0,3.8792194485895006,1,4.265481,0.16546736852788993
LACR,BRA,Brazil,HIB3,2021,68,Hib,7972.536961,9.63646507,209550294,8060,0,7.454407886511722,1,25.26789093,1.883571654
EAPR,BRN,Brunei Darussalam,HIB3,2021,99,Hib,31006.96363,2.14748693,451721,29890,0,0.7023541660603239,1,6.92726374,0.048653925471876205
ECAR,BGR,Bulgaria,HIB3,2021,89,Hib,12966.14575,8.58048916,6507301,11720,0,0.6288785598641349,1,33.72874832,0.21211286669501458
WCAR,CPV,Cabo Verde,HIB3,2021,93,Hib,3971.444092,6.60773611,516649,3870,0,10.27509313605948,1,23.00951385,2.3642489782420055
EAPR,KHM,Cambodia,HIB3,2021,86,Hib,2167.403242,6.33888054,16974305,2120,0,6.733469444620557,1,41.66812897,2.805710732340036
WCAR,CMR,Cameroon,HIB3,2021,71,Hib,1672.326573,4.34109783,26915758,1610,0,12.820811028964725,1,70.64050293,9.056685390565589
Non-programme,CAN,Canada,HIB3,2021,92,Hib,52886.66164,12.38106632,38239864,49080,0,1.3837138797223811,1,14.22434807,0.19682427854461262
LACR,CHL,Chile,HIB3,2021,95,Hib,16206.83255,9.72450161,19456334,14790,0,0.7074553356083475,1,32.63452148,0.23087466346051222
LACR,COL,Colombia,HIB3,2021,87,Hib,6222.621644,9.14150524,51188173,6310,0,2.5815432011114234,1,13.69349289,0.35350343469647116
LACR,CRI,Costa Rica,HIB3,2021,92,Hib,12838.11854,7.61130476,5059988,12630,0,1.4924207518341044,1,20.51704597,0.30620065171962285
ECAR,HRV,Croatia,HIB3,2021,92,Hib,17788.78658,8.08265686,3878981,17420,0,0.5031250705734118,1,9.39887428,0.047288093
Non-programme,CYP,Cyprus,HIB3,2021,92,Hib,32937.83984,8.87445068,1317309,29570,0,0.6466651322143865,1,16.23107147,0.10496067978128706
Non-programme,CZE,Czechia,HIB3,2021,94,Hib,27696.46195,9.15420723,10505772,25500,0,1.0807379764814489,1,12.48179531,0.13489550206185041
Non-programme,DNK,Denmark,HIB3,2021,97,Hib,69340.73349,10.65575886,5856733,69810,0,0.68683427,1,13.30354118,0.09137328
LACR,DOM,Dominican Republic,HIB3,2021,83,Hib,8527.075486,5.08839989,11123476,8160,0,3.425993573254095,1,23.31136513,0.7986458711915961
LACR,ECU,Ecuador,HIB3,2021,68,Hib,6061.323502,8.37526226,17682454,6100,0,3.0408379343080245,1,29.42862129,0.8948766797301674
MENA,EGY,Egypt,HIB3,2021,96,Hib,3827.354154,4.60955143,110957008,3470,0,6.2195921423316065,1,54.90198135,3.4146793180289645
LACR,SLV,El Salvador,HIB3,2021,97,Hib,4642.607431,10.12668991,6255782,4380,0,1.9188670545408162,1,30.50866318,0.5854206865418444
Non-programme,EST,Estonia,HIB3,2021,89,Hib,27951.16593,7.47591066,1330932,26490,0,1.017230875704384,1,22.15488243,0.22536630455396572
EAPR,FJI,Fiji,HIB3,2021,99,Hib,4536.733121,7.06084681,916711,4380,0,9.516107053,1,24.70991325,2.351421797471303
Non-programme,FIN,Finland,HIB3,2021,89,Hib,53099.13514,9.90969753,5541017,52810,0,1.011772810114535,1,16.66294861,0.16859118339933782
Non-programme,FRA,France,HIB3,2021,96,Hib,43725.09995,12.24894238,67842811,44300,0,1.2424214225941344,1,9.1691618,0.11391963047551792
ECAR,GEO,Georgia,HIB3,2021,85,Hib,5083.606955,10.53835487,3708610,4760,0,0.26565180102915953,1,51.89904404,0.13787074520917666
Non-programme,DEU,Germany,HIB3,2021,97,Hib,52349.246,12.72403336,83196078,52850,0,1.3040107735751743,1,11.36333561,0.14817912059190425
WCAR,GHA,Ghana,HIB3,2021,98,Hib,2445.186625,3.86030865,32518665,2300,0,9.492825716042683,1,26.49847794,2.5154543282482176
ECAR,GRC,Greece,HIB3,2021,99,Hib,20654.7002,9.03178692,10569207,20350,0,0.5959241851638557,1,33.31882477,0.1985549350167954
LACR,GTM,Guatemala,HIB3,2021,80,Hib,4912.622404,7.35698891,17598650,4800,0,1.4859069573893653,1,58.44465637,0.8684332152241369
LACR,HND,Honduras,HIB3,2021,77,Hib,2735.147515,9.27311516,10289877,2440,0,2.4146742787941387,1,51.70560074,1.2485218417647719
Non-programme,HUN,Hungary,HIB3,2021,99,Hib,19030.62813,7.33524847,9630932,18070,0,0.7477910993768412,1,24.64035225,0.1842583609806012
Non-programme,ISL,Iceland,HIB3,2021,92,Hib,70425.40643,9.72073746,372520,66970,0,0.5436643853473582,1,14.54324341,0.079066435
ROSA,IND,India,HIB3,2021,85,Hib,2239.613844,3.34680939,1414203896,2170,0,7.114921873,1,45.10914612,3.2094805041439627
EAPR,IDN,Indonesia,HIB3,2021,67,Hib,4287.17314,3.70634937,276758053,4130,0,3.2478870021218937,1,27.1673317,0.8823642351076408
Non-programme,IRL,Ireland,HIB3,2021,93,Hib,103783.4463,6.44113493,5110585,74070,0,1.2538745506076112,1,11.52564526,0.14451713270845243
Non-programme,ISR,Israel,HIB3,2021,98,Hib,52270.90402,7.83961058,9371400,49680,0,0.4376836725353078,1,17.47307587,0.0764768
Non-programme,ITA,Italy,HIB3,2021,94,Hib,36852.54254,9.28164482,59133173,36760,0,0.968475191,1,22.81378746,0.22094587169866864
LACR,JAM,Jamaica,HIB3,2021,90,Hib,5625.678063,8.00261688,2837682,5690,0,5.430569582121471,1,21.95812607,1.1924513151613048
Non-programme,JPN,Japan,HIB3,2021,99,Hib,40094.55998,12.08108234,125681593,43710,0,1.5241726389126138,1,10.81970024,0.16491091067044242
MENA,JOR,Jordan,HIB3,2021,85,Hib,4183.499983,7.69733906,11066356,4240,0,1.0789958961230997,1,35.78003311,0.38606508888838625
ECAR,KAZ,Kazakhstan,HIB3,2021,95,Hib,9983.601036,3.98701859,19743603,8540,0,4.216581910615115,1,25.03029823,1.0554230273391951
EAPR,KIR,Kiribati,HIB3,2021,90,Hib,2222.048195,11.83228588,128377,3150,0,17.266679606864276,1,0.66721994,0.11520672931291205
MENA,KWT,Kuwait,HIB3,2021,94,Hib,34018.63426,5.37273169,4360865,35990,0,3.508299244854993,1,9.99747276,0.3507412613436637
EAPR,LAO,Lao People's Democratic Republic,HIB3,2021,65,Hib,2526.05105,2.74392009,7453194,2500,0,1.6226746809345793,1,30.70558167,0.4982516993927792
Non-programme,LVA,Latvia,HIB3,2021,93,Hib,20261.88878,9.4105072,1884490,19310,0,0.6383164945819219,1,26.98238754,0.17223303029983725
MENA,LBN,Lebanon,HIB3,2021,69,Hib,4045.373911,4.40006208,5718122,4770,0,2.5837080689205423,1,32.36011505,0.8360909036588207
Non-programme,LTU,Lithuania,HIB3,2021,90,Hib,23870.45949,7.73210812,2808380,22050,0,0.6177633936923964,1,29.93124008,0.18490424449242673
Non-programme,LUX,Luxembourg,HIB3,2021,99,Hib,134965.8154,5.60806084,640064,86850,0,0.6898494322645855,1,8.79836845,0.060695495
EAPR,MYS,Malaysia,HIB3,2021,94,Hib,10903.10375,4.37438345,34282399,10520,0,1.4694584086753388,1,32.08134842,0.4714220719741229
ROSA,MDV,Maldives,HIB3,2021,95,Hib,10176.14388,8.85169506,516154,9350,0,7.088770518222222,1,17.11517715,1.2132556319507064
Non-programme,MLT,Malta,HIB3,2021,99,Hib,38096.83607,9.52782059,518150,32440,0,0.740445762,1,29.66859818,0.21967987782267437
WCAR,MRT,Mauritania,HIB3,2021,77,Hib,1947.789184,3.78022528,4734874,1810,0,7.777472537087911,1,48.19107056,3.7480472781326575
Non-programme,MUS,Mauritius,HIB3,2021,94,Hib,9177.71196,6.6160841,1266334,10890,0,1.168068342938412,1,40.41674423,0.47209519459701726
LACR,MEX,Mexico,HIB3,2021,78,Hib,10314.05067,5.87678003,127648148,9880,0,1.1155175973927363,1,41.37071991,0.46149766076411036
EAPR,MNG,Mongolia,HIB3,2021,95,Hib,4517.61578,7.21042728,3383741,3690,0,5,1,30.87066269,1.543533135
ECAR,MNE,Montenegro,HIB3,2021,83,Hib,9317.155201,10.55253506,625053,9210,0,0.5083205772835216,1,38.08446884,0.19359119186285093
MENA,MAR,Morocco,HIB3,2021,98,Hib,3785.936279,5.45314503,36954442,3630,0,1.748697530169071,1,41.79529953,0.7308733706078754
ESAR,NAM,Namibia,HIB3,2021,94,Hib,4412.835569,10.19644737,2810548,4140,0,3.706948585892239,1,7.28051805,0.2698850609001042
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,2021,94,Hib,60141.98809,11.13498974,17533044,59560,0,1.0020942107344395,1,10.90819359,0.10931037646109522
Non-programme,NZL,New Zealand,HIB3,2021,90,Hib,49950.42517,9.55072403,5084600,45800,0,0.7459302352315851,1,13.56547737,0.10118899725632843
WCAR,NGA,Nigeria,HIB3,2021,61,Hib,2787.487792,4.07625723,218529286,2860,0,7.6374550824730445,1,76.24337006,5.823053141696201
ECAR,MKD,North Macedonia,HIB3,2021,81,Hib,7620.80297,8.41851234,1837114,7050,0,2.7015864512832617,1,41.73991013,1.1276397568498897
Non-programme,NOR,Norway,HIB3,2021,97,Hib,93072.89251,9.8142643,5408320,81770,0,0.40411389256736896,1,13.85256004,0.05598012
MENA,OMN,Oman,HIB3,2021,99,Hib,19403.46002,4.34468651,4500424,17910,0,2.5195195195195197,1,5.46900749,0.13779271123453454
EAPR,PLW,Palau,HIB3,2021,89,Hib,13009.24816,14.55276012,17783,13770,0,5.287822878228782,1,16.08006477,0.8502853437420664
LACR,PAN,Panama,HIB3,2021,87,Hib,15509.80691,9.13571072,4345405,14920,0,3.584166503,1,37.33168793,1.338029853967013
LACR,PRY,Paraguay,HIB3,2021,70,Hib,5976.931798,8.03277016,6684182,5740,0,5.742141281589007,1,35.93767929,2.0635923181561533
LACR,PER,Peru,HIB3,2021,82,Hib,6826.202556,6.67309427,33155882,6550,0,1.9638398002441793,1,25.10678101,0.4930569580345275
Non-programme,POL,Poland,HIB3,2021,94,Hib,18635.51049,6.3654809,36981559,17470,0,1.1700902346512216,1,19.84747887,0.23223341208233464
Non-programme,PRT,Portugal,HIB3,2021,99,Hib,24711.45101,11.22031498,10361831,23980,0,0.7831597972023087,1,29.11856651,0.2280449064279354
MENA,QAT,Qatar,HIB3,2021,98,Hib,71751.93634,2.8927927,2504910,66970,0,3.2440711091739014,1,6.55757952,0.2127325426694246
Non-programme,KOR,Republic of Korea,HIB3,2021,98,Hib,37518.46353,8.34412766,51769539,37450,0,2.645636000154941,1,29.71744347,0.7862153827680137
ECAR,MDA,Republic of Moldova,HIB3,2021,87,Hib,5274.605822,7.7490406,2595809,5270,0,3.2498532542372884,1,29.41590118,0.955973622
ECAR,ROU,Romania,HIB3,2021,86,Hib,14907.98037,6.45246983,19122059,14180,0,0.5810155096985583,1,20.94245529,0.1216789133465862
LACR,LCA,Saint Lucia,HIB3,2021,80,Hib,10459.13212,6.26193285,178522,9860,0,6.418593615624999,1,33.43976212,2.1463624365145066
EAPR,WSM,Samoa,HIB3,2021,85,Hib,4021.559349,7.19651461,213779,3990,0,9.812004530011325,1,12.33913803,1.2107167824679503
MENA,SAU,Saudi Arabia,HIB3,2021,97,Hib,31920.76537,5.93033648,30784383,30480,0,3.758285461776403,1,10.15629482,0.38170255167520994
ECAR,SRB,Serbia,HIB3,2021,91,Hib,9680.527981,9.23441029,6834326,8890,0,0.9216153000254323,1,32.92689133,0.3034592683200275
Non-programme,SGP,Singapore,HIB3,2021,98,Hib,80056.12882,5.14599705,5453566,65010,0,0,1,23.46938705,0
Non-programme,SVK,Slovakia,HIB3,2021,97,Hib,22123.33421,7.62857914,5447247,21010,0,0.9774812082181059,1,19.40410614,0.1896714911411957
Non-programme,SVN,Slovenia,HIB3,2021,86,Hib,29192.84019,9.52724361,2108079,28320,0,0.5912411286853615,1,12.8761549,0.076129124
EAPR,SLB,Solomon Islands,HIB3,2021,87,Hib,2043.444132,4.94795895,762591,2120,0,7.460950251741294,1,3.63614464,0.2712909426717576
ESAR,ZAF,South Africa,HIB3,2021,86,Hib,6828.756246,8.6645031,61502603,6320,0,1.7702496479454375,1,6.61017942,0.11701667791111175
Non-programme,ESP,Spain,HIB3,2021,93,Hib,30799.47759,10.34419918,47443821,30380,0,1.171998627,1,21.30355072,0.24967732200466583
ROSA,LKA,Sri Lanka,HIB3,2021,96,Hib,3996.9624,5.19427729,22156000,4010,0,4.122125763700234,1,40.73859024,1.679295924051309
MENA,PSE,State of Palestine,HIB3,2021,95,Hib,3678.635657,10.4347353,4922749,4270,0,1.1817139008324662,1,33.39273071,0.3946065406676219
Non-programme,SWE,Sweden,HIB3,2021,98,Hib,60647.54164,11.23013592,10415811,59840,0,0.8923799087851905,1,13.09276485,0.11683720302588949
Non-programme,CHE,Switzerland,HIB3,2021,95,Hib,93664.77367,11.95855618,8704546,89120,0,0.38661081170637485,1,21.35904694,0.082576385
EAPR,THA,Thailand,HIB3,2021,84,Hib,7057.207548,5.15399981,71727332,7090,0,2.9017230343527225,1,9.04449558,0.26244621158587383
MENA,TUN,Tunisia,HIB3,2021,97,Hib,3906.939263,7.34183979,12048622,3640,0,1.8217086612502074,1,37.21665955,0.6779791104503525
ECAR,TUR,Turkiye,HIB3,2021,95,Hib,9981.763984,4.56065559,84147318,10240,0,1.368112319117503,1,16.27120399,0.2226083462559287
MENA,ARE,United Arab Emirates,HIB3,2021,96,Hib,44118.50472,5.30494308,9575152,43230,0,3.882396427,1,10.46759415,0.40639350127944396
Non-programme,GBR,United Kingdom,HIB3,2021,93,Hib,47691.37688,12.08347321,66984000,45870,0,1.2518664641090063,1,13.02287769,0.16302903846304365
Non-programme,USA,United States,HIB3,2021,91,Hib,70205.05092,17.35207748,332099760,71730,0,1.8719826154206398,1,10.72964573,0.200857103
LACR,URY,Uruguay,HIB3,2021,91,Hib,17881.81872,8.91955471,3396695,16220,0,6.536230507959228,1,15.81417942,1.0336512198334498
EAPR,VNM,Viet Nam,HIB3,2021,83,Hib,3704.193559,4.53792429,98935098,3540,0,2.568428475246948,1,40.46375656,1.0392826456416449
ESAR,ZWE,Zimbabwe,HIB3,2021,88,Hib,2613.605421,2.67111874,15797210,2320,0,7.179413537919545,1,8.88617325,0.6379751253134852
ECAR,ALB,Albania,HIB3,2020,98,Hib,6027.913507,7.46513748,2528480,5970,0,0.5149545459940653,1,59.39613342,0.3058630891909903
MENA,DZA,Algeria,HIB3,2020,84,Hib,3743.541952,5.63830757,44042091,4020,0,8.810044862461389,1,39.6432457,3.492587731105796
LACR,ARG,Argentina,HIB3,2020,74,Hib,8535.59938,10.67246342,45191965,9040,0,7.117608794412783,1,20.85133553,1.4841164914357972
ECAR,ARM,Armenia,HIB3,2020,92,Hib,4268.680933,12.24056244,2961500,4230,0,3.2094787374520153,1,77.84781647,2.498509117175318
Non-programme,AUS,Australia,HIB3,2020,95,Hib,51983.45237,10.70324135,25649248,53770,0,1.3823898003559114,1,15.23493195,0.21060614536796396
Non-programme,AUT,Austria,HIB3,2020,85,Hib,48716.40989,11.41292953,8916864,49000,0,0.8924562846281263,1,17.17389679,0.15326952121790305
ECAR,AZE,Azerbaijan,HIB3,2020,56,Hib,4229.910649,5.84817696,10093121,4480,0,6.838534343288035,1,57.828125,3.9545961882045337
MENA,BHR,Bahrain,HIB3,2020,98,Hib,24342.84446,4.55685711,1472204,23870,0,3.228203960846802,1,26.24458504,0.8472287337690872
ECAR,BLR,Belarus,HIB3,2020,97,Hib,6542.8558,6.40607214,9379952,6410,0,4.228809209037484,1,24.76618576,1.047314744
Non-programme,BEL,Belgium,HIB3,2020,97,Hib,45906.28758,11.46253014,11538604,46330,0,1.1405311481580527,1,19.30308533,0.22015770074417762
LACR,BLZ,Belize,HIB3,2020,79,Hib,5238.540782,5.33901167,390812,5170,0,7.5643726245128855,1,20.8118515,1.5742859975202743
LACR,BOL,Bolivia (Plurinational State of),HIB3,2020,68,Hib,3580.967618,8.0225811,11816299,3620,0,5.380005322592263,1,20.89839554,1.124334792388384
ECAR,BIH,Bosnia and Herzegovina,HIB3,2020,77,Hib,6130.31188,9.70311832,3299349,6160,0,0.9870123255979314,1,28.86445999,0.28489577781858344
ESAR,BWA,Botswana,HIB3,2020,94,Hib,6323.297497,6.1213398,2365894,6600,0,3.8792194485895006,1,4.9515481,0.1920814169014639
LACR,BRA,Brazil,HIB3,2020,77,Hib,7074.194075,9.62326527,208660842,8080,0,7.454407886511722,1,26.09086418,1.9449194370929819
EAPR,BRN,Brunei Darussalam,HIB3,2020,99,Hib,26834.35922,2.45359564,447404,30810,0,0.7023541660603239,1,5.81023836,0.040808451
ECAR,BGR,Bulgaria,HIB3,2020,91,Hib,10760.21198,8.44060898,6550696,10090,0,0.6288785598641349,1,35.52528763,0.22341091723513565
WCAR,CPV,Cabo Verde,HIB3,2020,93,Hib,3539.226612,7.03399324,514679,3510,0,10.27509313605948,1,24.12438393,2.4788029173080663
EAPR,KHM,Cambodia,HIB3,2020,86,Hib,2081.739142,5.13031435,16725474,2050,0,6.733469444620557,1,60.24520493,4.056592465810587
Non-programme,CAN,Canada,HIB3,2020,92,Hib,43537.8393,13.01732922,38028638,43900,0,1.3837138797223811,1,13.6503973,0.18888244207734917
LACR,CHL,Chile,HIB3,2020,93,Hib,13114.81547,9.69734573,19370624,12960,0,0.7074553356083475,1,29.04245186,0.20546237527505576
LACR,COL,Colombia,HIB3,2020,88,Hib,5339.687114,8.69751263,50629997,5850,0,2.5815432011114234,1,14.51514149,0.37471464826679834
LACR,CRI,Costa Rica,HIB3,2020,97,Hib,12394.0494,7.82545757,5034320,11700,0,1.4924207518341044,1,20.28676224,0.30276384954500524
ECAR,HRV,Croatia,HIB3,2020,93,Hib,14807.56085,7.68352938,3914206,15130,0,0.5031250705734118,1,10.44882107,0.052570638
Non-programme,CYP,Cyprus,HIB3,2020,92,Hib,28130.3418,8.64796448,1302247,26780,0,0.6466651322143865,1,21.36680603,0.138171684
Non-programme,CZE,Czechia,HIB3,2020,96,Hib,23472.89155,8.96995831,10697858,22190,0,1.0807379764814489,1,11.0761776,0.1197044576657315
Non-programme,DNK,Denmark,HIB3,2020,97,Hib,60985.48856,10.69237614,5831404,62710,0,0.68683427,1,13.37706089,0.091878238
LACR,DOM,Dominican Republic,HIB3,2020,80,Hib,7135.222733,4.96490288,11008300,7080,0,3.425993573254095,1,24.63149643,0.8438734846881119
LACR,ECU,Ecuador,HIB3,2020,70,Hib,5463.645153,8.60608387,17546065,5410,0,3.0408379343080245,1,30.15482903,0.9169594801699685
MENA,EGY,Egypt,HIB3,2020,94,Hib,3511.11381,4.15384626,109315124,2960,0,6.2195921423316065,1,59.31352997,3.6890596493536223
LACR,SLV,El Salvador,HIB3,2020,89,Hib,3997.192796,8.95105076,6234673,3800,0,1.9188670545408162,1,27.421278,0.5261778694760488
Non-programme,EST,Estonia,HIB3,2020,91,Hib,23933.99394,7.47179365,1329522,23580,0,1.017230875704384,1,21.42827797,0.21797505964260058
EAPR,FJI,Fiji,HIB3,2020,99,Hib,4620.645724,5.28987408,914963,4560,0,9.516107053,1,22.8302269,2.1725488321524438
Non-programme,FIN,Finland,HIB3,2020,89,Hib,48828.68469,9.69977188,5529543,49630,0,1.011772810114535,1,16.46622276,0.16660076473857113
Non-programme,FRA,France,HIB3,2020,96,Hib,39169.8606,12.12949371,67601110,39690,0,1.2424214225941344,1,9.42379379,0.11708323286805568
ECAR,GEO,Georgia,HIB3,2020,88,Hib,4300.857013,9.22991848,3722716,4330,0,0.26565180102915953,1,54.57889175,0.14498980891563037
Non-programme,DEU,Germany,HIB3,2020,90,Hib,47394.87345,12.46780777,83160871,48540,0,1.3040107735751743,1,11.3380394,0.14784925528819803
WCAR,GHA,Ghana,HIB3,2020,94,Hib,2195.454817,4.4331708,31887809,2250,0,9.492825716042683,1,23.7503624,2.254580509560532
ECAR,GRC,Greece,HIB3,2020,99,Hib,17886.73317,9.38074493,10698599,18030,0,0.5959241851638557,1,33.44511032,0.1993075011516126
LACR,GTM,Guatemala,HIB3,2020,90,Hib,4477.61785,6.4591527,17357325,4360,0,1.4859069573893653,1,56.29158783,0.8364406199909152
LACR,HND,Honduras,HIB3,2020,80,Hib,2307.614943,9.21912384,10119640,2120,0,2.4146742787941387,1,50.04225922,1.2083575619128282
Non-programme,HUN,Hungary,HIB3,2020,99,Hib,16386.93088,7.230515,9670419,16330,0,0.7477910993768412,1,26.14737511,0.19552774379325552
Non-programme,ISL,Iceland,HIB3,2020,93,Hib,60127.93936,9.64908886,366463,65670,0,0.5436643853473582,1,14.87056255,0.080845952
ROSA,IND,India,HIB3,2020,85,Hib,1907.042516,3.34146094,1402617695,1900,0,7.114921873,1,49.51094055,3.522664738861073
EAPR,IDN,Indonesia,HIB3,2020,68,Hib,3853.702888,3.42067289,274814866,3850,0,3.2478870021218937,1,31.19621658,1.0132178634556153
Non-programme,IRL,Ireland,HIB3,2020,94,Hib,86514.07061,6.97323275,5039747,64420,0,1.2538745506076112,1,11.43556595,0.14338765116499952
Non-programme,ISR,Israel,HIB3,2020,98,Hib,44575.5719,7.74801874,9215100,43370,0,0.4376836725353078,1,20.42716408,0.089406362
Non-programme,ITA,Italy,HIB3,2020,94,Hib,32091.48666,9.5643034,59438851,32600,0,0.968475191,1,21.48380089,0.2080652817233567
LACR,JAM,Jamaica,HIB3,2020,96,Hib,5299.045308,7.47555304,2830739,5360,0,5.430569582121471,1,24.43642044,1.3270368153739538
Non-programme,JPN,Japan,HIB3,2020,95,Hib,40028.73417,11.44974613,126261000,40930,0,1.5241726389126138,1,11.5586462,0.17617372280911256
MENA,JOR,Jordan,HIB3,2020,77,Hib,4022.040136,7.54554749,10865228,4070,0,1.0789958961230997,1,35.40723419,0.38204260384079497
ECAR,KAZ,Kazakhstan,HIB3,2020,88,Hib,8781.507978,3.83133817,19482117,8380,0,4.216581910615115,1,27.74455261,1.1698717865343538
EAPR,KIR,Kiribati,HIB3,2020,92,Hib,1751.782492,13.65645027,126099,3070,0,17.266679606864276,1,0.68435019,0.11816455469626692
MENA,KWT,Kuwait,HIB3,2020,93,Hib,25236.07558,6.11295223,4400267,33150,0,3.508299244854993,1,10.39933586,0.3648398214463145
EAPR,LAO,Lao People's Democratic Republic,HIB3,2020,61,Hib,2583.777307,2.05965185,7346533,2470,0,1.6226746809345793,1,41.05789185,0.6662360155754521
Non-programme,LVA,Latvia,HIB3,2020,99,Hib,17564.23215,7.50587368,1900449,17350,0,0.6383164945819219,1,31.87391663,0.20345646731858025
MENA,LBN,Lebanon,HIB3,2020,73,Hib,5561.19167,7.48221779,5702398,6350,0,2.5837080689205423,1,30.31226349,0.7831803976635855
Non-programme,LTU,Lithuania,HIB3,2020,91,Hib,20428.64782,7.41619062,2810369,19800,0,0.6177633936923964,1,28.66090393,0.1770565727808854
Non-programme,LUX,Luxembourg,HIB3,2020,99,Hib,116860.0282,5.7671175,630419,80090,0,0.6898494322645855,1,8.38729095,0.057859679
EAPR,MYS,Malaysia,HIB3,2020,98,Hib,9957.526267,4.08254337,33889558,10110,0,1.4694584086753388,1,34.24639893,0.5032365887453862
ROSA,MDV,Maldives,HIB3,2020,98,Hib,7393.888654,11.43943214,502118,7050,0,7.088770518222222,1,16.90793228,1.1985645187056184
Non-programme,MLT,Malta,HIB3,2020,98,Hib,31823.43639,9.85403538,515490,26910,0,0.740445762,1,30.30360985,0.2243817948204114
WCAR,MRT,Mauritania,HIB3,2020,81,Hib,1795.764596,3.00147843,4600131,1720,0,7.777472537087911,1,61.51318359,4.784170960400718
Non-programme,MUS,Mauritius,HIB3,2020,96,Hib,9135.847738,6.09606028,1266014,10760,0,1.168068342938412,1,43.58466339,0.5090986554348578
LACR,MEX,Mexico,HIB3,2020,72,Hib,8841.27075,6.05248594,126799054,8920,0,1.1155175973927363,1,38.76134109,0.43238958084437146
EAPR,MNG,Mongolia,HIB3,2020,96,Hib,4001.251931,4.6662488,3327204,3690,0,5,1,43.71080399,2.1855402
ECAR,MNE,Montenegro,HIB3,2020,84,Hib,7538.53636,11.42177582,626590,7770,0,0.5083205772835216,1,36.5496254,0.18578926682824462
MENA,MAR,Morocco,HIB3,2020,99,Hib,3268.030273,5.78939486,36584208,3260,0,1.748697530169071,1,43.40781021,0.7590713050427479
ESAR,NAM,Namibia,HIB3,2020,93,Hib,3878.58983,9.56060219,2728762,4240,0,3.706948585892239,1,6.96856642,0.2583211743631514
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,2020,94,Hib,53467.92774,10.94954681,17441500,51490,0,1.0020942107344395,1,9.27974606,0.092991798
Non-programme,NZL,New Zealand,HIB3,2020,92,Hib,41997.78303,9.25240231,5072400,41850,0,0.7459302352315851,1,14.19285393,0.10586878870612428
WCAR,NGA,Nigeria,HIB3,2020,62,Hib,2797.184581,3.38063431,213996181,2460,0,7.6374550824730445,1,74.67578125,5.703329250454577
ECAR,MKD,North Macedonia,HIB3,2020,84,Hib,6659.596511,7.73212385,1856124,6460,0,2.7015864512832617,1,38.87190628,1.0501581534160074
Non-programme,NOR,Norway,HIB3,2020,97,Hib,68340.0181,11.42416382,5379475,78610,0,0.40411389256736896,1,13.78762722,0.055717717
MENA,OMN,Oman,HIB3,2020,99,Hib,16784.86306,5.11922932,4522497,17190,0,2.5195195195195197,1,5.20750856,0.13120419464984986
EAPR,PLW,Palau,HIB3,2020,89,Hib,14708.21195,13.31541061,17792,15360,0,5.287822878228782,1,16.09178543,0.8509051114830259
LACR,PAN,Panama,HIB3,2020,74,Hib,13290.56084,10.21630001,4293261,13070,0,3.584166503,1,39.5986557,1.419281753423814
LACR,PRY,Paraguay,HIB3,2020,79,Hib,5365.472207,7.67533064,6603739,5550,0,5.742141281589007,1,37.87582779,2.1748835432731517
